 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Rhenium.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  2.0530E+01 g/cm3 = 6.6397E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Re     75    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 800.00 MeV   1.274E-03  1.855E-07  213.17 mm     9.74 mm    15.37 mm  
 900.00 MeV   1.240E-03  1.666E-07  251.59 mm    11.50 mm    17.71 mm  
   1.00 GeV   1.214E-03  1.513E-07  290.96 mm    13.12 mm    20.04 mm  
   1.10 GeV   1.195E-03  1.387E-07  331.08 mm    14.62 mm    22.33 mm  
   1.20 GeV   1.180E-03  1.280E-07  371.79 mm    16.05 mm    24.58 mm  
   1.30 GeV   1.168E-03  1.190E-07  412.98 mm    17.39 mm    26.79 mm  
   1.40 GeV   1.160E-03  1.112E-07  454.53 mm    18.68 mm    28.96 mm  
   1.50 GeV   1.153E-03  1.043E-07  496.36 mm    19.91 mm    31.09 mm  
   1.60 GeV   1.148E-03  9.834E-08  538.42 mm    21.08 mm    33.17 mm  
   1.70 GeV   1.145E-03  9.301E-08  580.65 mm    22.21 mm    35.20 mm  
   1.80 GeV   1.142E-03  8.826E-08  623.00 mm    23.30 mm    37.19 mm  
   2.00 GeV   1.139E-03  8.011E-08  707.93 mm    26.74 mm    41.06 mm  
   2.25 GeV   1.139E-03  7.188E-08  814.26 mm    31.25 mm    45.66 mm  
   2.50 GeV   1.142E-03  6.523E-08  920.52 mm    35.20 mm    50.04 mm  
   2.75 GeV   1.145E-03  5.975E-08    1.03 m     38.75 mm    54.21 mm  
   3.00 GeV   1.150E-03  5.514E-08    1.13 m     42.00 mm    58.19 mm  
   3.25 GeV   1.155E-03  5.122E-08    1.24 m     44.99 mm    61.99 mm  
   3.50 GeV   1.161E-03  4.783E-08    1.34 m     47.79 mm    65.64 mm  
   3.75 GeV   1.167E-03  4.488E-08    1.45 m     50.41 mm    69.14 mm  
   4.00 GeV   1.173E-03  4.228E-08    1.55 m     52.88 mm    72.50 mm  
   4.50 GeV   1.185E-03  3.792E-08    1.76 m     61.01 mm    78.88 mm  
   5.00 GeV   1.197E-03  3.440E-08    1.96 m     68.05 mm    84.84 mm  
   5.50 GeV   1.208E-03  3.149E-08    2.16 m     74.33 mm    90.43 mm  
   6.00 GeV   1.219E-03  2.906E-08    2.36 m     80.02 mm    95.71 mm  
   6.50 GeV   1.230E-03  2.698E-08    2.56 m     85.25 mm   100.71 mm  
   7.00 GeV   1.240E-03  2.519E-08    2.76 m     90.10 mm   105.46 mm  
   8.00 GeV   1.259E-03  2.225E-08    3.15 m    106.26 mm   114.34 mm  
   9.00 GeV   1.275E-03  1.995E-08    3.53 m    119.91 mm   122.51 mm  
  10.00 GeV   1.291E-03  1.809E-08    3.91 m    131.88 mm   130.09 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.0529E+02                 eV / Angstrom 
  2.0529E+03                keV / micron   
  2.0529E+03                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  3.0919E+02                 eV / (1E15 atoms/cm2)
  3.9218E+02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
